"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"ASV1271";"Bacteria";"Chloroflexota";"Caldilineae";"Caldilineales";"Caldilineaceae";"Litorilinea"
"ASV1272";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus"
"ASV1273";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Hyphomicrobiaceae";"Hyphomicrobium"
"ASV1274";"Eukaryota";"Bacillariophyta";"Bacillariophyceae";"Naviculales";"Phaeodactylaceae";"Phaeodactylum"
"ASV1275";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhizobiaceae";"Ciceribacter"
"ASV1276";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Umbilicariales";"Umbilicariaceae";"Lasallia"
"ASV1277";"Eukaryota";"Evosea";"Eumycetozoa";"Physariida";"Didymiaceae";"Didymium"
"ASV1278";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";"Asterophora"
"ASV1279";"Bacteria";"Actinomycetota";"Actinomycetes";"Kineosporiales";"Kineosporiaceae";"Kineococcus"
"ASV1280";"Eukaryota";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";"Choiromyces"
"ASV1281";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"NA";"Ancylothrix"
"ASV1282";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Fomitopsidaceae";"Neoantrodia"
"ASV1283";"Eukaryota";"Chlorophyta";"Trebouxiophyceae";"Chlorellales";"Chlorellaceae";"Nannochloris"
"ASV1284";"Eukaryota";"Ascomycota";"Sordariomycetes";"Microascales";"Halosphaeriaceae";"Corollospora"
"ASV1285";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Hymenobacteraceae";"Pontibacter"
"ASV1286";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Thermothelomyces"
"ASV1287";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Chromatiales";"Chromatiaceae";"Candidatus Nitrosacidococcus"
"ASV1288";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Thiotrichales";"Francisellaceae";"Francisella"
"ASV1289";"Eukaryota";"Apicomplexa";"Conoidasida";"Eucoccidiorida";"Sarcocystidae";"Cystoisospora"
"ASV1290";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Elstera"
"ASV1291";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Teloschistes"
"ASV1292";"Bacteria";"Actinomycetota";"Actinomycetes";"Sporichthyales";"Sporichthyaceae";"Sporichthya"
"ASV1293";"Bacteria";"Actinomycetota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter"
"ASV1294";"Eukaryota";"Apicomplexa";"Aconoidasida";"Haemosporida";"Leucocytozoidae";"Leucocytozoon"
"ASV1295";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Ajellomycetaceae";"Emergomyces"
"ASV1296";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Fomitopsidaceae";"Antrodia"
"ASV1297";"Bacteria";"Actinomycetota";"Actinomycetes";"Micromonosporales";"Micromonosporaceae";"Pilimelia"
"ASV1298";"Bacteria";"Bacillota";"Bacilli";"Bacillales";"Planococcaceae";"Sporosarcina"
"ASV1299";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Heliobacteriaceae";"Heliomicrobium"
"ASV1300";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Vibrionales";"Vibrionaceae";"Photobacterium"
"ASV1301";"Eukaryota";"Cercozoa";"Imbricatea";"Euglyphida";"Paulinellidae";"Paulinella"
"ASV1302";"Bacteria";"Chloroflexota";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";"Kouleothrix"
"ASV1303";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Moraxellales";"Moraxellaceae";"Agitococcus"
"ASV1304";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Candidatus Blochmannia"
"ASV1305";"Eukaryota";"Fornicata";"NA";"NA";"NA";"Kipferlia"
"ASV1306";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"Microcoleaceae";"Symplocastrum"
"ASV1307";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Pseudanabaenales";"Leptolyngbyaceae";"Leptodesmis"
"ASV1308";"Eukaryota";"Zoopagomycota";"Zoopagomycetes";"Zoopagales";"Sigmoideomycetaceae";"Thamnocephalis"
"ASV1309";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Mycetocola"
"ASV1310";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhizobiaceae";"Pararhizobium"
"ASV1311";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Bordetella"
"ASV1312";"Eukaryota";"Microsporidia";"NA";"NA";"NA";"Nematocida"
"ASV1313";"Bacteria";"Planctomycetota";"Planctomycetia";"Pirellulales";"Pirellulaceae";"Mariniblastus"
"ASV1314";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"NA";"Enhydrobacter"
"ASV1315";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Vallitaleaceae";"Vallitalea"
"ASV1316";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Teloschistales";"Teloschistaceae";"Xanthomendoza"
"ASV1317";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Legionellales";"Coxiellaceae";"Rickettsiella"
"ASV1318";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Emcibacterales";"Govaniaceae";"Govania"
"ASV1319";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Rhizophydiales";"Kappamycetaceae";"Kappamyces"
"ASV1320";"Eukaryota";"Cercozoa";"Chlorarachniophyceae";"NA";"NA";"Amorphochlora"
"ASV1321";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"NA";"NA";"Candidatus Thioglobus"
"ASV1322";"Bacteria";"Bdellovibrionota";"Bacteriovoracia";"Bacteriovoracales";"Halobacteriovoraceae";"Halobacteriovorax"
"ASV1323";"Archaea";"Candidatus Micrarchaeota";"Candidatus Micrarchaeia";"Candidatus Anstonellales";"Candidatus Bilamarchaeaceae";"Candidatus Bilamarchaeum"
"ASV1324";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Parasphingopyxis"
"ASV1325";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Lysobacter"
"ASV1326";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";"Sphagnurus"
"ASV1327";"Eukaryota";"Chlorophyta";"Chlorophyceae";"Chlamydomonadales";"NA";"Ettlia"
"ASV1328";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Phaeomoniellales";"Phaeomoniellaceae";"Phaeomoniella"
"ASV1329";"Eukaryota";"Rhodophyta";"Bangiophyceae";"Porphyridiales";"Porphyridiaceae";"Dixoniella"
"ASV1330";"Archaea";"Euryarchaeota";"Methanobacteria";"Methanobacteriales";"Methanothermaceae";"Methanothermus"
"ASV1331";"Eukaryota";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Ustilaginaceae";"Moesziomyces"
"ASV1332";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"Microcoleaceae";"Hydrocoleum"
"ASV1333";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Arenicellales";"Arenicellaceae";"Arenicella"
"ASV1334";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Butyriboletus"
"ASV1335";"Eukaryota";"Rhodophyta";"Florideophyceae";"Gracilariales";"Gracilariaceae";"Gracilaria"
"ASV1336";"Eukaryota";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Chytriomycetaceae";"Podochytrium"
"ASV1337";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Cunninghamellaceae";"Cunninghamella"
"ASV1338";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Dyella"
"ASV1339";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Clavicipitaceae";"Epichloe"
"ASV1340";"Bacteria";"Planctomycetota";"Candidatus Brocadiia";"Candidatus Brocadiales";"Candidatus Brocadiaceae";"Candidatus Jettenia"
"ASV1341";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Boletales";"Boletaceae";"Retiboletus"
"ASV1342";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Desertifilales";"Desertifilaceae";"Desertifilum"
"ASV1343";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Ramlibacter"
"ASV1344";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Dokdonia"
"ASV1345";"Eukaryota";"Ascomycota";"Sordariomycetes";"Hypocreales";"Hypocreaceae";"Escovopsis"
"ASV1346";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Russulales";"Bondarzewiaceae";"Bondarzewia"
"ASV1347";"Eukaryota";"Ciliophora";"Spirotrichea";"Euplotida";"Euplotidae";"Euplotes"
"ASV1348";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Oscillatoriales";"Coleofasciculaceae";"Allocoleopsis"
"ASV1349";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Tremellales";"Bulleribasidiaceae";"Vishniacozyma"
"ASV1350";"Eukaryota";"Ciliophora";"Oligohymenophorea";"Philasterida";"Pseudocohnilembidae";"Pseudocohnilembus"
"ASV1351";"Eukaryota";"Ciliophora";"NA";"NA";"NA";"Cryptocaryon"
"ASV1352";"Eukaryota";"Ascomycota";"Dothideomycetes";"Pleosporales";"Astrosphaeriellaceae";"Pithomyces"
"ASV1353";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Rhodocyclales";"Zoogloeaceae";"Zoogloea"
"ASV1354";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"Amantichitinum"
"ASV1355";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Thermothielavioides"
"ASV1356";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Pseudobdellovibrionaceae";"Bdellovibrio"
"ASV1357";"Bacteria";"Actinomycetota";"Actinomycetes";"Micromonosporales";"Micromonosporaceae";"Micromonospora"
"ASV1358";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Onygenales";"Arthrodermataceae";"Trichophyton"
"ASV1359";"Bacteria";"Actinomycetota";"Actinomycetes";"Pseudonocardiales";"Pseudonocardiaceae";"Actinomycetospora"
"ASV1360";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella"
"ASV1361";"Bacteria";"Planctomycetota";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"Mucisphaera"
"ASV1362";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Clostridiaceae";"Paraclostridium"
"ASV1363";"Eukaryota";"Zoopagomycota";"Entomophthoromycetes";"Entomophthorales";"Entomophthoraceae";"Zoophthora"
"ASV1364";"Eukaryota";"Microsporidia";"NA";"NA";"Spraguidae";"Spraguea"
"ASV1365";"Eukaryota";"Ascomycota";"Eurotiomycetes";"Eurotiales";"Trichocomaceae";"Rasamsonia"
"ASV1366";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Polyporales";"Polyporaceae";"Cerioporus"
"ASV1367";"Eukaryota";"Bacillariophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Pseudo-nitzschia"
"ASV1368";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"NA";"NA";"Sedimenticola"
"ASV1369";"Bacteria";"Actinomycetota";"Actinomycetes";"Micromonosporales";"Micromonosporaceae";"Planosporangium"
"ASV1370";"Eukaryota";"Euglenozoa";"Kinetoplastea";"Trypanosomatida";"Trypanosomatidae";"Strigomonas"
"ASV1371";"Eukaryota";"NA";"Pelagophyceae";"Pelagomonadales";"NA";"Aureoumbra"
"ASV1372";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Oceanospirillales";"Alcanivoracaceae";"Alcanivorax"
"ASV1373";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Candidatus Sarmatiella"
"ASV1374";"Eukaryota";"Microsporidia";"NA";"NA";"Nosematidae";"Nosema"
"ASV1375";"Eukaryota";"Ascomycota";"Sordariomycetes";"NA";"NA";"Distoseptispora"
"ASV1376";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Chromatiales";"Chromatiaceae";"Thiocystis"
"ASV1377";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Agaricales";"Lyophyllaceae";"Tephrocybe"
"ASV1378";"Eukaryota";"Cercozoa";"NA";"NA";"Massisteriidae";"Massisteria"
"ASV1379";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Aestuariivirgaceae";"Aestuariivirga"
"ASV1380";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Eubacteriales Family XIII. Incertae Sedis";"Senimuribacter"
"ASV1381";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Spirosomaceae";"Telluribacter"
"ASV1382";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Hymenobacteraceae";"Siccationidurans"
"ASV1383";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Pseudanabaenales";"Romeriaceae";"Romeria"
"ASV1384";"Eukaryota";"Ascomycota";"Leotiomycetes";"Helotiales";"Ploettnerulaceae";"Rhynchobrunnera"
"ASV1385";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Microbacteriaceae";"Frondihabitans"
"ASV1386";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes"
"ASV1387";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Mannheimia"
"ASV1388";"Eukaryota";"Oomycota";"NA";"Pythiales";"Pythiaceae";"Phytopythium"
"ASV1389";"Bacteria";"Chloroflexota";"Chloroflexia";"Chloroflexales";"Oscillochloridaceae";"Oscillochloris"
"ASV1390";"Eukaryota";"Mucoromycota";"Glomeromycetes";"Diversisporales";"Gigasporaceae";"Dentiscutata"
"ASV1391";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Ustulina"
"ASV1392";"Bacteria";"Thermodesulfobacteriota";"Syntrophobacteria";"Syntrophobacterales";"Syntrophobacteraceae";"Desulforhabdus"
"ASV1393";"Eukaryota";"Tubulinea";"Elardia";"Euamoebida";"Hartmannellidae";"Hartmannella"
"ASV1394";"Eukaryota";"Microsporidia";"NA";"NA";"Enterocytozoonidae";"Enterocytozoon"
"ASV1395";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Minwuiales";"Minwuiaceae";"Minwuia"
"ASV1396";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Chitinimonas"
"ASV1397";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Phyllobacteriaceae";"Phyllobacterium"
"ASV1398";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Chelatococcaceae";"Chelatococcus"
"ASV1399";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Pseudoduganella"
"ASV1400";"Bacteria";"Aquificota";"Aquificae";"Aquificales";"Aquificaceae";"Hydrogenobaculum"
"ASV1401";"Eukaryota";"Basidiomycota";"Tremellomycetes";"Cystofilobasidiales";"Mrakiaceae";"Itersonilia"
"ASV1402";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Cronobacter"
"ASV1403";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Aliidongia"
"ASV1404";"Eukaryota";"Preaxostyla";"NA";"Oxymonadida";"Saccinobaculidae";"Saccinobaculus"
"ASV1405";"Eukaryota";"Mucoromycota";"Mortierellomycetes";"Mortierellales";"Mortierellaceae";"Entomortierella"
"ASV1406";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Cytophagaceae";"Rhabdobacter"
"ASV1407";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Terasakiellaceae";"Terasakiella"
"ASV1408";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Micrococcaceae";"Rothia"
"ASV1409";"Eukaryota";"Chlorophyta";"Chlorophyceae";"Sphaeropleales";"Pseudomuriellaceae";"Pseudomuriella"
"ASV1410";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Flavihumibacter"
"ASV1411";"Eukaryota";"Ascomycota";"Sordariomycetes";"Sordariales";"Chaetomiaceae";"Canariomyces"
"ASV1412";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"NA";"NA";"Candidatus Baumannia"
"ASV1413";"Eukaryota";"NA";"Phaeophyceae";"Fucales";"Sargassaceae";"Sargassum"
"ASV1414";"Eukaryota";"Ascomycota";"Dothideomycetes";"Mycosphaerellales";"Mycosphaerellaceae";"Plurivorosphaerella"
"ASV1415";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Reyranellaceae";"Reyranella"
"ASV1416";"Eukaryota";"Ascomycota";"Saccharomycetes";"Saccharomycetales";"Phaffomycetaceae";"Komagataella"
"ASV1417";"Bacteria";"Bacteroidota";"Chitinophagia";"Chitinophagales";"Chitinophagaceae";"Parafilimonas"
"ASV1418";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Weeksellaceae";"Halpernia"
"ASV1419";"Eukaryota";"Ascomycota";"Lecanoromycetes";"Lecanorales";"Parmeliaceae";"Cetraria"
"ASV1420";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides"
"ASV1421";"Eukaryota";"Oomycota";"NA";"Peronosporales";"Peronosporaceae";"Sclerospora"
"ASV1422";"Bacteria";"Campylobacterota";"Epsilonproteobacteria";"Campylobacterales";"Arcobacteraceae";"Malaciobacter"
"ASV1423";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Acidovorax"
"ASV1424";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Nitrosomonadales";"Methylophilaceae";"Methylobacillus"
"ASV1425";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Muricauda"
"ASV1426";"Bacteria";"Actinomycetota";"Actinomycetes";"Micrococcales";"Intrasporangiaceae";"Ornithinibacter"
"ASV1427";"Eukaryota";"NA";"Cryptophyceae";"Pyrenomonadales";"Geminigeraceae";"Proteomonas"
"ASV1428";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Azomonas"
"ASV1429";"Eukaryota";"Chlorophyta";"Ulvophyceae";"Ulotrichales";"Ulotrichaceae";"Gloeotilopsis"
"ASV1430";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Aerococcaceae";"Dolosicoccus"
"ASV1431";"Eukaryota";"Mucoromycota";"Mucoromycetes";"Mucorales";"Lichtheimiaceae";"Fennellomyces"
"ASV1432";"Eukaryota";"Ascomycota";"Sordariomycetes";"Xylariales";"Xylariaceae";"Astrocystis"
"ASV1433";"Eukaryota";"Basidiomycota";"Cystobasidiomycetes";"Cystobasidiales";"Microsporomycetaceae";"Microsporomyces"
"ASV1434";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Falsiroseomonas"
"ASV1435";"Bacteria";"Actinomycetota";"Actinomycetes";"Jatrophihabitantales";"Jatrophihabitantaceae";"Jatrophihabitans"
"ASV1436";"Bacteria";"Actinomycetota";"Actinomycetes";"Streptosporangiales";"Streptosporangiaceae";"Planotetraspora"
"ASV1437";"Bacteria";"Bacteroidota";"Bacteroidia";"Marinilabiliales";"Marinilabiliaceae";"Labilibacter"
"ASV1438";"Bacteria";"Myxococcota";"NA";"Polyangiales";"Polyangiaceae";"Chondromyces"
"ASV1439";"Bacteria";"Planctomycetota";"Planctomycetia";"Isosphaerales";"Isosphaeraceae";"Isosphaera"
"ASV1440";"Eukaryota";"Ascomycota";"Geoglossomycetes";"Geoglossales";"Geoglossaceae";"Glutinoglossum"
"ASV1441";"Bacteria";"Acidobacteriota";"Terriglobia";"Bryobacterales";"Solibacteraceae";"Candidatus Sulfopaludibacter"
"ASV1442";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Nostocales";"Nostocaceae";"Richelia"
"ASV1443";"Eukaryota";"Basidiomycota";"Ustilaginomycetes";"Ustilaginales";"Anthracoideaceae";"Testicularia"
"ASV1444";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Rhodobacterales";"Paracoccaceae";"Psychromarinibacter"
"ASV1445";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Sphingomonadales";"Erythrobacteraceae";"Altericroceibacterium"
"ASV1446";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Pleurocapsales";"Hyellaceae";"Myxosarcina"
"ASV1447";"Eukaryota";"Euglenozoa";"NA";"Diplonemea";"Diplonemidae";"Rhynchopus"
"ASV1448";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Phyllobacteriaceae";"Hoeflea"
"ASV1449";"Bacteria";"Actinomycetota";"Actinomycetes";"Micromonosporales";"Micromonosporaceae";"Rugosimonospora"
"ASV1450";"Bacteria";"Actinomycetota";"Actinomycetes";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"ASV1451";"Bacteria";"Verrucomicrobiota";"Opitutae";"Opitutales";"Opitutaceae";"Oleiharenicola"
"ASV1452";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Gloeobacterales";"Gloeobacteraceae";"Anthocerotibacter"
"ASV1453";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Hyphomicrobiales";"Rhodovibrionaceae";"Tistlia"
"ASV1454";"Bacteria";"Bacillota";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Limosilactobacillus"
"ASV1455";"Eukaryota";"Ciliophora";"Spirotrichea";"Tintinnida";"Codonellidae";"Tintinnopsis"
"ASV1456";"Eukaryota";"Basidiomycota";"Agaricomycetes";"Thelephorales";"Thelephoraceae";"Polyozellus"
"ASV1457";"Bacteria";"Actinomycetota";"Actinomycetes";"Mycobacteriales";"Tsukamurellaceae";"Tsukamurella"
"ASV1458";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Cellvibrionales";"Halieaceae";"Luminiphilus"
"ASV1459";"Bacteria";"Planctomycetota";"Planctomycetia";"Isosphaerales";"Isosphaeraceae";"Singulisphaera"
"ASV1460";"Bacteria";"Planctomycetota";"Planctomycetia";"Gemmatales";"Gemmataceae";"Urbifossiella"
"ASV1461";"Bacteria";"Verrucomicrobiota";"Opitutae";"Puniceicoccales";"Puniceicoccaceae";"Ruficoccus"
"ASV1462";"Bacteria";"Actinomycetota";"Actinomycetes";"Kitasatosporales";"Streptomycetaceae";"Actinacidiphila"
"ASV1463";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Nitrosomonadales";"Methylophilaceae";"Methylophilus"
"ASV1464";"Eukaryota";"Oomycota";"NA";"Pythiales";"Pythiaceae";"Elongisporangium"
"ASV1465";"Bacteria";"Pseudomonadota";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Phenylobacterium"
"ASV1466";"Bacteria";"Bacteroidota";"Flavobacteriia";"Flavobacteriales";"Flavobacteriaceae";"Myroides"
"ASV1467";"Bacteria";"Bacteroidota";"Cytophagia";"Cytophagales";"Reichenbachiellaceae";"Reichenbachiella"
"ASV1468";"Bacteria";"Verrucomicrobiota";"Opitutae";"Opitutales";"Opitutaceae";"Opitutus"
"ASV1469";"Eukaryota";"Euglenozoa";"Euglenida";"Eutreptiales";"NA";"Eutreptiella"
"ASV1470";"Bacteria";"Cyanobacteriota";"Cyanophyceae";"Chroococcales";"Geminocystaceae";"Cyanobacterium"
"ASV1471";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Legionellales";"Coxiellaceae";"Coxiella"
"ASV1472";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Azotobacter"
"ASV1473";"Eukaryota";"Chlorophyta";"Pyramimonadophyceae";"Pyramimonadales";"Pyramimonadaceae";"Pyramimonas"
"ASV1474";"Bacteria";"Thermodesulfobacteriota";"Desulfobulbia";"Desulfobulbales";"Desulfobulbaceae";"Desulfobulbus"
"ASV1475";"Archaea";"Euryarchaeota";"Methanomicrobia";"Methanosarcinales";"Methanosarcinaceae";"Methanosarcina"
"ASV1476";"Eukaryota";"Apicomplexa";"Conoidasida";"Eucoccidiorida";"Sarcocystidae";"Besnoitia"
"ASV1477";"Bacteria";"Deinococcota";"Deinococci";"Thermales";"Thermaceae";"Allomeiothermus"
"ASV1478";"Bacteria";"Pseudomonadota";"Betaproteobacteria";"Rhodocyclales";"Zoogloeaceae";"Azoarcus"
"ASV1479";"Bacteria";"Bacillota";"Clostridia";"Eubacteriales";"Lachnospiraceae";"Dorea"
"ASV1480";"Eukaryota";"Preaxostyla";"NA";"Oxymonadida";"Polymastigidae";"Monocercomonoides"
"ASV1481";"Eukaryota";"Ascomycota";"Sordariomycetes";"Diaporthales";"Cryphonectriaceae";"Chrysoporthe"
"ASV1482";"Bacteria";"Myxococcota";"NA";"Nannocystales";"Nannocystaceae";"Pseudenhygromyxa"
"ASV1483";"Bacteria";"Pseudomonadota";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Thiopseudomonas"
